First_pokemon_id,Type 1_first,Type 2_first,Second_pokemon_id,Type 1_second,Type 2_second,Height_diff,Weight_diff,Experience_diff,Total_stats_diff,Generation_diff,Legendary_diff,Winner
372,17,10,40,13,10,-10,-601,-169,-217,2,0,40
538,14,12,254,12,12,-11,-709,98,115,2,1,538
403,17,12,352,17,12,-128,-3710,-5,-15,0,0,352
166,14,12,382,17,12,-2,-34,230,400,-2,0,166
156,12,12,474,8,7,9,4450,15,42,-3,0,474
614,10,1,187,3,12,12,943,193,314,3,0,614
776,2,12,606,0,13,-17,-1830,-60,-33,1,0,606
697,1,2,724,6,14,3,1210,30,66,-1,0,724
381,15,0,252,10,12,4,-518,-2,-5,1,0,252
735,0,7,193,14,7,-3,20,20,-59,4,0,193
48,13,7,632,1,12,9,425,93,125,-4,0,48
681,5,12,366,2,7,-2,-6,-102,-140,2,0,366
719,9,12,195,3,12,-4,-43,-65,-52,4,0,195
624,8,12,610,9,12,-6,-148,-107,-177,0,0,610
676,11,12,764,17,12,13,2247,77,-15,-1,0,764
92,12,7,729,12,10,4,-32,-86,-113,-5,0,92
626,17,15,137,0,12,-8,-385,-104,-145,4,0,137
130,17,12,405,17,15,-2,111,-102,-145,-2,0,130
123,9,12,139,12,12,-4,-534,-85,-55,0,0,139
292,0,12,481,12,12,-3,-323,-86,-247,-1,0,481
190,4,12,550,1,12,-12,-490,-221,-355,-2,-1,550
428,16,14,451,3,12,-11,-409,35,77,-1,1,428
329,16,4,29,13,12,-14,46,75,92,2,0,29
385,12,12,128,17,12,4,70,90,120,2,0,128
86,17,14,206,12,12,4,245,-9,-45,-1,0,206
86,17,14,68,17,5,-1,-180,-167,-195,0,0,86
113,10,12,794,1,7,-54,-1965,-242,-360,-5,-1,794
502,13,0,445,12,12,3,-80,16,80,0,0,502
131,17,14,338,3,12,5,648,123,225,-2,0,131
347,13,12,51,9,13,5,614,-58,-23,2,0,347
116,5,12,379,15,9,-1,-102,-14,-40,-2,0,116
415,15,12,376,10,14,12,2085,201,280,0,1,376
780,8,9,211,17,10,1,-40,15,44,4,0,780
777,2,12,113,10,12,16,1440,206,280,5,0,777
232,0,5,697,1,2,-3,-1060,-95,-100,-3,0,697
341,3,12,28,12,7,-8,-338,-13,-37,2,0,28
339,3,12,640,14,12,9,322,36,105,-2,0,339
571,9,12,668,14,12,-4,-240,-107,-169,0,0,571
633,1,12,453,9,13,7,666,-53,-5,1,0,633
466,17,12,793,4,12,-23,-1855,-240,-350,-2,-1,793
324,15,12,223,10,7,-1,322,-11,-55,1,0,223
161,2,12,608,9,4,33,99,-21,-60,-4,0,608
89,3,16,272,14,9,-3,10,-205,-275,-1,0,272
270,14,7,492,2,10,45,1955,246,380,-2,1,270
199,17,4,630,13,12,-2,-225,22,-79,-3,0,630
95,17,11,588,14,7,8,1095,17,50,-4,0,588
192,14,7,229,0,16,-16,-1160,-111,-180,0,0,192
653,9,13,657,0,3,5,99,98,145,0,0,657
791,7,2,104,15,10,-83,-2020,-28,-140,5,0,104
238,6,15,314,12,12,-12,-755,-101,-260,-1,0,314
209,0,7,502,13,0,4,260,12,60,-2,0,209
493,2,10,526,12,12,5,220,-97,-125,0,0,526
673,2,12,481,12,12,0,-78,-14,-42,1,0,481
137,0,12,213,1,12,5,280,-9,-25,-1,0,137
229,0,16,127,17,12,6,930,21,60,1,0,127
321,5,12,726,17,12,4,755,-95,-168,-3,0,726
148,6,12,612,10,1,2,98,126,233,-4,0,612
692,1,7,384,12,12,9,387,32,90,2,0,692
601,0,9,511,9,11,-19,-1330,-111,-184,1,0,511
55,0,13,498,5,16,3,-415,-26,-75,-3,0,498
299,9,1,226,4,12,7,518,156,180,1,0,299
473,8,7,763,17,12,-1,-71,4,18,-2,0,473
561,17,12,93,12,7,-13,-793,-103,-152,4,0,93
775,2,12,726,17,12,-3,-81,-82,-105,0,0,726
3,9,13,179,12,7,4,592,78,83,-1,0,3
156,12,12,549,17,12,18,4586,-81,-60,-3,0,549
245,17,7,503,13,1,8,1585,-5,-35,-2,0,503
563,17,12,190,4,12,12,931,189,283,3,0,563
635,12,12,304,14,4,1,9,125,272,2,0,635
374,17,12,498,5,16,-6,-425,-122,-217,-1,0,498
291,0,7,586,15,12,-7,-2316,-54,-120,-2,0,586
442,12,7,311,9,5,-9,-372,-112,-215,1,0,311
292,0,12,169,9,12,-11,-890,-164,-320,1,0,169
129,17,12,793,4,12,-17,-1760,-148,-230,-5,-1,793
452,9,13,17,0,13,-1,-20,17,85,3,0,452
524,10,7,730,12,7,17,408,123,232,-2,0,524
506,9,12,623,14,7,0,130,-13,-36,-1,0,623
625,8,12,240,11,10,6,207,11,33,3,0,240
193,14,7,362,10,2,-5,-670,-69,-50,-1,0,362
756,4,12,377,10,14,-7,-1030,-7,-20,3,0,377
582,3,12,562,17,12,0,53,-86,-118,0,0,582
518,3,12,56,10,12,16,1378,190,275,3,0,56
740,4,12,544,12,12,-26,-4100,-54,-118,2,-1,544
732,6,7,48,13,7,-4,-305,16,44,5,0,732
81,15,10,279,6,5,-15,-320,-179,-230,-2,0,279
300,12,7,116,5,12,-11,-479,-105,-185,2,0,300
311,9,5,3,9,13,-8,-608,-75,-65,2,0,3
324,15,12,791,7,2,5,890,26,130,-3,0,791
70,14,12,580,12,7,7,415,15,42,-4,0,70
218,14,12,211,17,10,-1,-465,-9,-25,0,0,211
402,17,12,565,12,12,-7,255,-78,-75,-2,0,565
749,16,8,277,6,12,4,-5,3,15,3,0,277
468,9,12,226,4,12,-2,-45,-5,-25,2,0,468
443,12,7,111,9,14,2,130,54,15,3,0,443
204,9,7,279,6,5,-13,-510,-120,-190,-1,0,279
744,5,1,107,17,12,17,1295,108,170,5,0,744
167,9,12,70,14,12,-4,-501,-76,-82,1,0,70
62,5,12,653,9,13,-1,175,-101,-159,-4,0,62
52,0,9,319,12,12,-7,-351,-69,-75,-2,0,319
68,17,5,282,17,10,6,260,88,105,-2,0,68
773,3,4,668,14,12,-8,-323,-19,-54,1,0,773
273,9,12,53,0,9,-5,-245,-80,-95,2,0,53
160,2,12,614,10,1,3,-930,-174,-219,-4,0,614
216,8,12,384,12,12,4,2,-60,15,-1,0,384
730,12,7,80,17,13,-13,-533,-124,-237,5,0,80
609,9,12,272,14,9,-1,16,-214,-320,3,0,272
407,2,12,247,1,6,0,313,-6,-30,1,0,247
456,15,16,701,15,5,-14,-2030,-191,-230,-1,-1,701
547,14,12,483,13,1,11,664,204,271,0,0,547
302,17,7,719,9,12,2,5,-9,-43,-3,0,719
575,17,12,97,13,12,-6,-165,-112,-184,4,0,575
175,17,12,558,6,12,18,789,177,222,-3,0,175
357,14,12,456,15,16,2,-264,-4,-20,-1,0,357
566,12,12,681,5,12,-5,-159,-15,-75,0,0,681
393,1,12,308,0,17,7,453,109,196,0,0,393
509,17,7,177,12,12,-8,325,-76,-70,2,0,177
188,4,12,665,3,12,-9,-190,-98,-187,-3,0,665
173,17,12,686,1,16,1,-7,-5,-26,-3,0,686
119,13,12,261,12,12,0,-660,0,0,-1,0,261
417,16,12,363,9,12,15,1537,194,245,0,1,417
44,6,12,768,15,2,-14,-2501,-5,-16,-5,0,44
470,17,12,153,15,17,-10,-342,-108,-170,3,0,153
462,0,7,265,17,12,-11,-1637,-113,-156,2,-1,265
573,6,12,313,12,12,-8,-355,-91,-124,2,0,313
117,12,12,612,10,1,5,503,19,93,-4,0,612
126,17,12,448,0,12,-6,-175,-75,-89,-3,0,448
576,17,12,311,9,5,-2,-102,13,38,2,0,576
242,17,12,434,9,12,-5,-850,-82,-105,-2,0,434
302,17,7,759,15,17,1,-215,-7,-36,-3,0,302
586,15,12,593,5,12,11,2475,171,210,0,0,593
509,17,7,187,3,12,7,630,28,140,2,0,187
718,0,16,590,10,16,8,421,92,92,0,0,718
305,14,4,774,15,4,5,145,-3,-222,-3,0,774
411,16,14,200,17,4,-2,667,-129,-120,1,0,200
167,9,12,270,14,7,-43,-2096,-242,-362,0,-1,270
550,1,12,509,17,7,5,-145,201,255,0,1,550
766,3,12,257,5,12,-4,-270,9,26,4,0,766
708,2,3,36,13,12,21,3250,178,315,4,1,708
214,1,7,453,9,13,-4,-124,-151,-110,-2,0,214
275,9,12,256,5,12,10,312,197,320,1,0,275
764,17,12,469,9,12,8,260,-58,50,2,0,469
198,9,12,584,15,12,0,-122,165,210,-3,0,198
28,12,7,663,16,12,6,-430,-79,-78,-4,0,28
673,2,12,260,6,12,3,146,71,45,3,0,260
529,15,16,48,13,7,-2,2850,25,70,3,0,48
306,14,4,518,3,12,-2,-902,-10,-22,-1,0,518
309,0,7,257,5,12,-6,-444,0,-41,1,0,257
113,10,12,658,0,3,-4,-78,-101,-152,-4,0,658
41,4,12,351,17,12,-14,-1225,33,-77,-2,0,351
553,12,12,212,14,12,23,2935,140,195,2,1,553
555,9,12,198,9,12,2,23,-159,-182,3,0,555
42,4,12,760,15,17,0,-560,42,-17,-5,0,760
71,14,12,599,5,12,2,-75,62,35,-4,0,71
619,0,15,681,5,12,-6,-55,-5,-25,0,0,681
222,12,12,656,17,12,3,-176,-20,-55,-3,0,656
221,0,16,484,13,1,2,878,-5,-14,-2,0,484
623,14,7,657,0,3,13,134,108,171,0,0,623
549,17,12,393,1,12,-9,-456,107,135,1,0,549
509,17,7,111,9,14,6,625,4,20,3,0,509
168,9,12,227,4,12,-2,-329,-16,-45,0,0,168
374,17,12,411,16,14,0,-837,2,8,0,0,374
68,17,5,47,13,7,5,465,181,265,0,0,68
405,17,15,790,11,12,-10,-4816,-10,-29,-3,0,405
336,5,14,327,1,8,8,205,11,30,0,0,336
149,12,12,172,6,12,-9,-430,-161,-139,-1,0,172
252,10,12,587,14,7,7,1179,110,187,-3,0,587
49,9,13,636,14,12,1,-4,6,30,-4,0,636
402,17,12,215,17,14,-16,-270,-103,-145,1,0,402
156,12,12,511,9,11,-1,3245,16,46,-3,0,511
767,15,2,613,10,1,-2,-74,-51,11,1,0,613
266,15,10,506,9,12,-8,450,-99,-154,-2,0,506
364,9,1,780,8,9,-2,64,0,1,-3,0,780
435,9,10,774,15,4,19,3043,136,25,-2,0,435
744,5,1,310,9,12,17,1315,114,200,3,0,744
734,0,12,800,6,17,-14,-1866,-195,-387,0,-1,800
57,10,12,664,3,12,5,330,94,130,-4,0,57
543,6,16,179,12,7,1,3892,112,158,2,1,543
305,14,4,301,12,7,1,4,-62,-152,0,0,301
750,16,8,701,15,5,-11,-2555,-104,-132,1,-1,750
149,12,12,699,0,6,-8,-95,-169,-155,-4,0,699
372,17,10,97,13,12,-8,-281,-117,-212,2,0,372
469,9,12,82,15,10,-5,-957,21,60,3,0,469
749,16,8,6,6,12,-3,-170,-77,-80,5,0,6
87,17,14,79,17,13,7,330,105,155,0,0,87
57,10,12,178,12,7,0,121,97,143,-1,0,57
170,6,12,509,17,7,-5,-571,-7,-36,-2,0,170
543,6,16,395,14,12,11,4160,218,340,1,1,543
492,2,10,745,12,12,-5,-75,-105,-172,-2,0,745
207,9,12,541,16,2,-51,-6812,-270,-500,-2,-1,541
224,16,10,2,9,13,82,3870,37,105,1,0,224
589,10,12,569,1,12,-1,-16,10,47,0,0,589
586,15,12,363,9,12,13,2087,165,180,2,0,363
345,9,13,743,5,12,-3,-60,70,52,-3,0,345
514,3,16,237,6,12,5,1450,191,285,2,0,514
422,17,12,585,15,12,36,2500,165,280,-2,1,422
286,1,12,516,10,15,-14,-2458,-94,-115,-1,0,286
49,9,13,663,16,12,-1,-756,-170,-200,-4,0,663
380,15,0,577,14,12,1,-108,13,63,-2,0,380
615,6,12,222,12,12,-9,235,-82,-100,3,0,615
202,17,12,81,15,10,7,139,165,200,1,0,202
30,13,12,157,11,7,18,96,-104,-142,0,-1,157
504,13,5,278,6,5,-2,35,-82,-105,1,0,278
349,17,1,622,1,5,7,588,-10,-28,-2,0,349
99,17,11,146,17,12,5,1035,0,0,0,0,99
581,12,7,670,8,6,6,160,90,118,0,0,670
474,8,7,687,1,16,-4,-550,2,8,-1,0,474
764,17,12,578,14,12,2,-252,-70,13,1,0,764
118,13,12,335,5,14,0,-102,12,60,-2,0,335
605,0,13,156,12,12,-9,-4015,-63,-180,4,0,605
571,9,12,111,9,14,2,80,-2,-9,4,0,571
676,11,12,182,0,13,21,2515,127,235,3,0,676
73,5,12,245,17,7,-13,-2005,-109,-160,-1,0,245
311,9,5,734,0,12,9,308,86,247,-3,0,311
599,5,12,179,12,7,-3,147,5,23,3,0,179
730,12,7,496,12,12,-3,-1033,-22,-112,2,0,496
177,12,12,260,6,12,11,111,72,50,0,0,177
290,0,12,657,0,3,5,94,8,-114,-2,0,657
42,4,12,294,17,9,8,374,173,263,-2,0,42
248,1,6,702,9,5,-6,-1650,-86,-80,-3,-1,702
148,6,12,769,15,11,-4,-2,112,163,-5,0,148
531,11,8,259,3,12,7,31,96,120,2,0,259
424,10,12,500,10,12,27,9005,236,340,-1,1,424
287,12,12,85,6,12,-13,-775,-119,-260,2,0,85
651,0,16,542,17,2,-32,-3030,-133,-185,1,-1,542
348,17,1,341,3,12,4,166,-81,-100,0,0,341
587,14,7,387,8,12,-7,-104,-94,-142,2,0,587
724,6,14,258,11,14,11,330,179,229,4,0,724
544,12,12,111,9,14,33,4175,237,345,3,1,544
2,9,13,123,9,12,0,-220,55,-30,0,0,123
51,9,13,575,17,12,6,51,158,174,-4,0,575
372,17,10,718,0,16,-11,-806,-212,-312,-2,0,718
326,12,12,192,14,7,9,306,76,60,1,0,192
196,3,12,327,1,8,9,505,97,130,-1,0,327
422,17,12,286,1,12,35,3150,155,250,0,1,422
559,6,5,204,9,7,4,545,27,78,3,0,204
415,15,12,492,2,10,10,2095,201,280,-1,1,415
346,13,12,456,15,16,-1,-467,-10,-48,-1,0,346
503,13,1,463,0,7,10,560,126,256,0,0,503
318,12,12,677,11,12,-5,-1317,-132,-245,-2,0,677
224,16,10,48,13,7,76,3450,20,55,1,0,48
112,9,14,417,16,12,1,-850,-75,-60,-2,-1,112
149,12,12,700,16,5,-13,-2135,-182,-185,-4,-1,700
587,14,7,181,0,7,-10,-335,-72,-77,3,0,181
14,0,12,764,17,12,-10,-324,-61,-305,-5,0,764
339,3,12,217,14,12,10,352,48,139,1,0,339
596,17,12,711,2,11,-25,-3205,-238,-366,0,-1,711
352,17,12,609,9,12,140,3914,119,220,-2,0,352
146,17,12,105,14,12,0,-34,118,197,0,0,146
567,12,12,56,10,12,7,139,77,105,4,0,56
540,14,12,768,15,2,-22,-2697,79,59,-2,1,540
764,17,12,726,17,12,7,244,-42,95,0,0,726
692,1,7,538,14,12,9,392,-82,-70,1,-1,692
491,8,1,29,13,12,-10,1011,112,197,3,0,29
195,3,12,624,8,12,3,118,67,62,-3,0,195
67,17,12,711,2,11,-20,-3050,-162,-275,-4,-1,711
667,14,12,244,11,7,-4,-70,-49,5,3,0,244
637,14,12,392,14,12,1,170,-22,-35,2,0,392
390,8,12,721,9,5,0,-594,-80,-75,-3,0,721
146,17,12,212,14,12,1,25,0,0,-1,0,212
96,13,12,693,6,12,-5,-280,-104,-159,-4,0,693
679,0,12,244,11,7,-1,93,57,165,3,0,679
130,17,12,29,13,12,-12,276,10,52,0,0,130
681,5,12,516,10,15,-15,-2628,-171,-185,1,0,681
623,14,7,15,0,12,7,41,100,285,4,0,623
365,12,7,572,9,12,-7,-293,-112,-188,-2,0,572
470,17,12,1,9,13,-4,-6,1,7,3,0,1
69,14,12,700,16,5,-12,-2305,-199,-270,-4,-1,700
339,3,12,465,3,12,11,363,24,70,-1,0,339
110,3,12,496,12,12,6,-384,94,90,-3,0,496
651,0,16,446,12,17,0,15,29,85,1,0,446
718,0,16,663,16,12,9,15,36,80,0,0,718
89,3,16,731,6,7,-4,-100,-69,-57,-5,0,731
363,9,12,283,17,10,-11,-306,-174,-200,0,0,283
229,0,16,300,12,7,15,1157,121,230,-1,0,300
151,15,17,558,6,12,5,251,111,187,-4,0,151
375,17,1,666,3,12,-10,-477,-68,-47,-2,0,375
491,8,1,562,17,12,2,835,25,72,-1,0,562
222,12,12,422,17,12,-30,-3380,-157,-255,-1,-1,422
162,2,7,209,0,7,10,1720,192,210,-1,0,209
117,12,12,105,14,12,2,331,11,57,0,0,105
572,9,12,588,14,7,2,200,25,73,0,0,588
487,15,12,157,11,7,-12,-404,-203,-290,3,-1,157
17,0,13,629,15,7,-11,-288,-138,-372,-4,0,629
36,13,12,191,4,7,2,168,-14,-40,-1,0,36
248,1,6,399,11,17,6,-45,117,210,-1,0,248
87,17,14,146,17,12,6,495,-12,-35,0,0,146
496,12,12,357,14,12,-1,744,12,60,1,0,496
543,6,16,531,11,8,4,4034,102,120,0,1,531
102,8,13,11,17,12,5,180,83,95,0,0,102
733,0,12,518,3,12,-15,-1361,-203,-340,2,0,518
134,11,14,110,3,12,2,-260,-13,-25,0,0,110
490,12,7,664,3,12,3,16,89,136,-1,0,490
772,5,7,141,17,7,-57,-2135,-14,-40,5,0,772
107,17,12,489,12,12,-2,-179,-45,105,-3,0,107
89,3,16,163,14,12,-17,-1160,-241,-355,0,-1,163
678,0,12,754,4,12,-4,-78,-101,-157,-1,0,754
87,17,14,668,14,12,6,440,2,5,-4,0,668
18,0,13,484,13,1,-4,-280,-96,-274,-3,0,484
396,11,12,291,0,7,-3,-116,-118,-95,0,0,291
434,9,12,631,13,12,-8,-103,-24,-69,-1,0,631
192,14,7,252,10,12,-9,-1180,-111,-180,0,0,192
453,9,13,48,13,7,-7,-405,73,60,3,0,48
750,16,8,77,9,13,-2,-19,20,58,5,0,77
212,14,12,658,0,3,1,122,19,53,-3,0,212
444,12,7,301,12,7,5,51,59,55,1,0,301
141,17,7,154,15,7,47,1760,9,25,0,0,154
407,2,12,150,15,17,2,346,-11,-55,2,0,407
81,15,10,633,1,12,-12,-611,-119,-210,-4,0,633
200,17,4,308,0,17,3,268,135,151,-1,0,308
434,9,12,484,13,1,1,590,-26,-74,0,0,484
565,12,12,237,6,12,4,-80,97,170,3,0,565
773,3,4,574,6,12,-8,-258,-23,-67,1,0,574
297,9,12,526,12,12,-4,-300,-197,-315,-1,0,526
696,1,2,628,15,7,9,405,76,19,0,0,628
492,2,10,438,6,5,-5,-345,-180,-234,0,0,438
194,3,12,409,2,7,-9,-948,-214,-320,-1,0,409
319,12,12,718,0,16,-5,-420,-144,-240,-2,0,718
82,15,10,778,16,4,8,1020,-28,-80,-5,0,778
599,5,12,387,8,12,2,430,4,10,2,0,387
158,3,7,157,11,7,-1,-28,0,0,0,0,158
332,16,15,305,14,4,1,998,54,152,0,0,305
467,17,12,376,10,14,6,120,113,195,1,0,467
596,17,12,466,17,12,-2,-250,-7,-36,1,0,466
205,9,7,760,15,17,-5,-930,32,-40,-4,0,205
67,17,12,574,6,12,0,-80,-39,-113,-4,0,574
591,12,12,108,17,12,-2,-290,224,-30,4,0,108
417,16,12,424,10,12,-16,-7450,-41,-90,0,0,424
28,12,7,310,9,12,8,335,96,147,-2,0,28
771,4,12,574,6,12,0,-45,10,27,1,0,574
99,17,11,257,5,12,1,845,25,70,-1,0,257
387,8,12,718,0,16,-4,-700,-111,-145,-2,0,718
352,17,12,317,0,8,137,3968,92,264,0,0,317
175,17,12,167,9,12,14,824,175,212,0,0,175
585,15,12,342,3,12,5,978,-5,-15,2,0,585
558,6,12,50,9,13,-3,13,-76,-87,4,0,558
631,13,12,320,12,12,4,233,-55,-16,2,0,631
778,16,4,218,14,12,-11,-255,23,65,4,0,778
319,12,12,482,14,12,8,399,69,75,-1,0,319
585,15,12,371,15,14,-3,-520,-24,-50,2,0,371
439,17,12,371,15,14,-8,-1488,-98,-126,1,0,371
335,5,14,579,12,7,3,91,3,16,-2,0,335
79,17,13,665,3,12,-3,235,-75,-70,-4,0,665
668,14,12,379,15,9,-5,-259,-3,-10,2,0,379
667,14,12,184,13,7,-13,-660,-174,-200,3,0,184
298,9,1,191,4,7,4,248,-23,-65,1,0,298
257,5,12,665,3,12,2,260,17,50,-3,0,257
170,6,12,134,11,14,-9,-327,-97,-146,1,0,134
31,3,12,699,0,6,-12,-400,-136,-230,-4,0,699
241,17,15,653,9,13,0,-55,-18,-84,-3,0,241
41,4,12,454,15,12,-3,-240,43,-27,-3,0,454
562,17,12,161,2,12,-32,80,-2,-7,4,0,161
67,17,12,358,14,12,1,-515,-30,-85,-2,0,67
157,11,7,28,12,7,5,174,106,138,0,1,28
157,11,7,263,3,12,-2,-1226,0,0,-1,0,263
645,11,12,83,15,10,-3,-2590,-85,-100,4,0,645
730,12,7,47,13,7,-5,-58,7,33,5,0,730
79,17,13,141,17,7,-56,-1895,-122,-205,0,0,141
761,13,17,53,0,9,-5,-222,-78,-85,5,0,53
104,15,10,615,6,12,82,1725,14,70,-4,0,104
217,14,12,320,12,12,-10,-790,-103,-154,-1,0,320
674,2,12,595,5,12,4,185,16,35,0,0,674
282,17,10,304,14,4,3,214,102,207,0,0,282
776,2,12,343,0,12,1,-2,7,52,3,0,343
685,10,8,347,13,12,11,2500,6,16,2,0,347
318,12,12,667,14,12,1,73,-19,-95,-2,0,667
687,1,16,609,9,12,11,634,116,210,0,0,687
176,12,12,674,2,12,-10,-995,-200,-325,-3,0,674
577,14,12,15,0,12,-1,134,-14,87,4,0,15
348,17,1,404,17,12,-10,-18,-109,-180,0,0,348
565,12,12,664,3,12,9,267,92,145,0,0,565
693,6,12,300,12,7,11,557,115,214,2,0,300
572,9,12,84,6,12,1,5,92,88,4,0,572
645,11,12,445,12,12,6,210,88,145,1,0,645
44,6,12,681,5,12,2,-1,107,155,-4,0,44
294,17,9,242,17,12,-1,-94,-16,-80,1,0,242
687,1,16,765,3,12,11,640,114,201,-1,0,765
502,13,0,473,8,7,4,108,-4,-18,0,0,473
625,8,12,227,4,12,3,278,11,33,3,0,227
321,5,12,70,14,12,-3,299,-93,-163,2,0,70
493,2,10,158,3,7,-2,34,-117,-170,3,-1,158
647,12,9,441,17,16,-11,-650,-172,-195,1,0,647
386,8,12,779,8,9,2,-47,-3,-14,-3,0,386
255,12,12,724,6,14,-3,190,-152,-284,-4,0,724
559,6,5,98,17,12,7,515,85,113,4,0,559
600,5,12,129,17,12,1,120,5,15,4,0,600
531,11,8,504,13,5,6,36,108,180,0,0,531
212,14,12,720,9,12,2,-25,42,120,-4,0,212
15,0,12,84,6,12,-3,-201,-10,-205,0,0,84
349,17,1,368,12,12,5,485,1,2,0,0,349
181,0,7,315,0,10,9,301,84,124,-1,0,181
92,12,7,324,15,12,4,-578,-13,-65,-2,0,92
515,12,12,380,15,0,10,1275,109,160,1,0,380
177,12,12,762,13,2,0,-490,-28,-79,-4,0,177
332,16,15,253,12,12,3,875,-29,-85,1,0,253
118,13,12,467,17,12,-5,-325,-105,-155,-3,0,467
390,8,12,244,11,7,7,146,43,125,1,0,244
395,14,12,39,13,12,-3,-55,-76,-105,2,0,39
758,1,14,47,13,7,7,395,120,237,5,0,758
779,8,9,94,17,12,-7,-830,-3,-16,5,0,94
572,9,12,658,0,3,3,162,9,26,0,0,658
338,3,12,152,15,17,1,37,-12,-60,2,0,338
158,3,7,513,1,11,5,186,82,70,-3,1,513
564,12,12,329,16,4,-1,1,-82,-125,2,0,329
707,2,6,277,6,12,28,3275,244,370,2,1,707
623,14,7,756,4,12,6,90,4,10,-1,0,623
739,4,12,569,1,12,-2,-92,74,90,1,0,569
478,8,12,737,6,12,-6,-771,-4,-12,-2,0,737
241,17,15,667,14,12,1,-40,77,45,-3,0,241
547,14,12,498,5,16,3,316,86,75,0,0,498
501,10,12,291,0,7,10,2716,6,130,1,0,291
446,12,17,654,17,8,-2,-15,77,75,-1,0,446
344,0,12,313,12,12,-8,-288,-3,-40,0,0,313
319,12,12,204,9,7,4,395,7,20,1,0,204
753,4,12,401,11,17,-12,-1501,-171,-189,3,0,401
100,8,13,172,6,12,-4,-794,-178,-224,-1,0,172
626,17,15,691,1,7,2,75,-3,-15,0,0,626
352,17,12,14,0,12,142,3951,136,305,2,0,352
58,12,12,654,17,8,-8,-288,-9,-45,-4,0,654
607,9,4,520,4,7,-12,-374,-189,-265,1,0,520
493,2,10,174,17,12,3,310,2,5,2,0,493
466,17,12,405,17,15,-3,61,-104,-155,1,0,466
310,9,12,3,9,13,-16,-955,-177,-230,2,0,3
157,11,7,685,10,8,-11,-2746,92,97,-4,1,157
286,1,12,790,11,12,-10,-4680,-33,-94,-3,0,286
599,5,12,174,17,12,2,305,21,60,3,0,174
245,17,7,700,16,5,0,-300,-91,-115,-3,-1,700
529,15,16,514,3,16,2,1600,-57,-10,0,0,514
194,3,12,542,17,2,-36,-3282,-250,-400,-2,-1,542
205,9,7,178,12,7,1,-182,155,198,0,0,205
612,10,1,40,13,10,-7,-468,-169,-213,4,0,40
435,9,10,160,2,12,4,3067,176,225,3,0,435
439,17,12,93,12,7,-14,-800,-102,-146,3,0,93
424,10,12,557,9,12,2,8870,64,142,-2,1,557
631,13,12,777,2,12,-1,-432,-104,-126,-1,0,777
297,9,12,463,0,7,2,-15,-5,-24,-1,0,463
287,12,12,341,3,12,0,133,-86,-165,0,0,341
441,17,16,570,1,12,6,470,83,84,-1,0,570
303,17,7,520,4,7,-3,-100,-91,-115,-1,0,520
117,12,12,629,15,7,-2,335,-100,-182,-4,0,629
677,11,12,94,17,12,0,580,115,160,4,0,677
662,16,12,448,0,12,-4,255,20,56,1,0,448
374,17,12,281,17,12,2,39,0,-2,0,0,281
241,17,15,320,12,12,-9,-790,-77,-110,-1,0,320
687,1,16,289,0,12,13,664,116,295,2,0,687
275,9,12,168,9,12,5,364,97,125,1,0,275
273,9,12,694,0,16,2,-280,-107,-174,-2,0,694
114,10,12,314,12,12,-10,-855,-103,-245,-2,0,314
451,3,12,299,9,1,1,-176,19,43,1,0,299
776,2,12,641,14,12,-2,-26,-63,-38,1,0,776
598,17,10,171,6,12,6,430,87,104,3,0,171
623,14,7,749,16,8,6,120,107,165,-1,0,623
420,2,14,56,10,12,18,592,217,335,2,1,420
547,14,12,697,1,2,-3,-744,0,0,-1,0,697
601,0,9,672,2,12,-3,-155,-2,-10,0,0,672
612,10,1,309,0,7,-1,116,-101,-122,2,0,612
241,17,15,124,12,12,-16,-750,-28,-110,1,0,124
693,6,12,412,16,14,2,-1445,22,64,2,0,693
177,12,12,744,5,1,-3,-1035,-28,-80,-4,0,177
568,12,12,19,0,13,2,315,47,105,4,0,568
689,12,7,608,9,4,-2,39,-98,-130,0,0,608
453,9,13,736,6,12,3,10,158,146,-2,0,453
216,8,12,391,9,7,-13,-990,-74,-25,-1,0,216
469,9,12,637,14,12,-2,-87,21,60,-1,0,469
174,17,12,154,15,7,-7,-340,-38,-110,1,0,154
664,3,12,623,14,7,-12,-137,-117,-215,0,0,623
168,9,12,163,14,12,-8,-1062,-164,-275,1,-1,163
377,10,14,181,0,7,1,724,38,110,1,0,181
765,3,12,793,4,12,-25,-2090,-248,-391,0,-1,793
433,9,12,675,11,12,-1,17,3,13,-1,0,675
531,11,8,186,17,3,1,41,7,20,2,0,531
450,3,12,589,10,12,6,220,61,35,-1,0,589
538,14,12,194,3,12,-3,-75,205,300,2,1,538
303,17,7,629,15,7,-2,-40,-23,-137,-2,0,629
745,12,12,652,9,13,10,270,106,178,1,0,745
579,12,7,416,11,12,-15,-1729,-208,-316,2,-1,416
555,9,12,623,14,7,-8,-59,-110,-182,0,0,623
676,11,12,143,17,11,1,400,-10,-50,4,0,143
413,16,14,266,15,10,10,4780,210,300,1,0,413
596,17,12,492,2,10,-2,-160,-1,-6,1,0,596
793,4,12,365,12,7,26,2138,244,370,3,1,793
51,9,13,719,9,12,8,96,158,177,-5,0,51
245,17,7,115,5,12,6,1702,11,10,1,0,115
112,9,14,500,10,12,12,705,120,190,-3,0,112
126,17,12,385,12,12,-6,-140,-95,-145,-2,0,126
