Type 1_first,Type 2_first,Type 1_second,Type 2_second,Height_diff,Weight_diff,Experience_diff,Total_stats_diff,Generation_diff,Legendary_diff,Winner
8,9,17,12,12,647,101,149,2,0,1
16,15,16,15,-5,-600,-85,-100,0,0,0
1,2,9,12,9,450,85,110,2,0,0
12,12,17,12,-1,-3,-1,-4,-4,0,1
15,12,17,15,5,215,73,55,-3,0,1
17,12,13,12,-26,-365,11,42,1,0,0
5,12,15,2,-19,-2575,-121,-216,-1,0,0
12,12,12,7,-7,-180,-105,-192,3,0,0
15,10,6,5,-2,500,-103,-144,-3,0,0
8,12,12,12,-3,-124,-71,-75,-2,0,0
12,7,12,12,-5,-95,-23,-115,2,0,0
17,7,17,14,-7,-305,-2,-10,4,0,1
9,12,8,6,4,259,87,130,1,0,1
17,12,13,12,3,90,-28,-140,0,0,0
4,12,3,16,-1,-55,3,16,5,0,0
0,16,0,13,5,245,123,245,3,0,1
12,9,17,14,-10,-590,-105,-155,4,0,1
11,12,15,4,5,202,84,25,-2,0,1
3,16,12,7,0,40,13,63,0,0,0
15,9,11,12,-11,-1996,-4,10,-2,0,0
1,12,16,5,-11,-2230,-77,-55,-3,-1,0
9,14,1,12,15,1064,130,300,-2,0,1
17,12,9,13,-6,-82,-167,-190,0,0,0
1,8,9,14,1,85,68,55,2,0,1
1,12,15,17,11,696,108,155,4,0,1
9,13,17,8,-4,-244,71,60,-4,0,0
15,16,16,14,-1,-382,10,50,1,0,0
0,12,8,12,-2,69,14,-90,1,0,0
15,17,17,12,-4,210,21,106,5,0,1
17,10,15,10,-10,-2981,-165,-207,2,0,1
15,17,13,10,-10,-545,-156,-150,0,0,0
12,7,17,12,-17,-1852,-211,-329,-1,-1,0
0,7,6,12,12,165,130,265,2,0,1
15,1,15,12,16,1840,214,320,-3,0,1
12,12,16,10,-82,-3595,-53,-150,1,0,1
15,9,12,4,5,183,-24,85,2,0,1
15,12,0,7,-6,72,3,15,3,0,1
17,13,5,12,1,260,6,30,0,0,1
15,17,14,12,7,347,-88,-85,-3,-1,0
17,12,16,14,0,-878,-20,-100,0,0,0
17,11,16,10,-75,-2800,-13,-35,-1,0,1
15,12,3,12,-3,95,-72,-55,-1,0,1
14,12,3,12,-1,-64,204,270,0,0,0
11,14,17,12,-2,-75,-2,-11,-3,0,1
8,6,5,12,1,-150,69,65,4,0,0
11,10,15,17,20,2795,168,175,3,0,1
17,12,0,15,-8,-1905,-107,-161,-3,0,0
9,13,0,9,10,705,94,120,0,0,1
13,1,0,7,3,507,122,235,2,0,1
14,12,3,4,13,834,119,169,-2,0,0
13,12,9,13,2,31,35,100,0,0,1
2,3,15,17,16,3045,133,185,4,1,1
12,12,15,12,3,-112,99,132,0,0,1
4,7,14,12,-10,-724,-27,-78,1,0,0
5,12,0,12,9,443,96,140,-4,0,1
0,7,11,12,-1,-405,-56,-124,1,0,1
17,15,17,15,5,645,102,140,0,0,1
13,12,10,1,25,316,34,87,-4,0,1
12,12,3,12,3,10,172,-40,4,0,0
0,13,13,2,-6,-230,-47,-134,-1,0,1
17,10,15,12,2,370,7,20,0,0,1
12,12,6,12,1,165,48,-89,2,0,0
16,8,9,12,-1,-290,-5,-25,0,0,0
12,12,17,3,-8,-184,-106,-185,3,0,0
15,11,12,7,10,234,22,111,5,0,0
15,0,17,15,-5,-685,-102,-140,-2,0,0
15,12,12,7,0,131,-74,-75,-2,0,0
9,1,17,12,9,698,104,165,0,0,1
13,12,17,12,8,43,109,176,-3,0,1
1,12,9,12,-1,35,0,1,0,0,1
15,17,2,12,-1,130,-3,-14,1,0,0
17,16,5,12,2,140,97,125,3,0,1
0,7,8,6,11,325,82,115,-3,0,1
0,7,6,10,-5,-1844,-24,-70,-1,0,1
14,5,17,10,7,221,67,43,0,0,1
0,12,8,12,-4,19,-48,-240,-1,0,0
13,12,3,12,2,268,-76,-76,2,0,0
6,10,17,12,16,2137,96,135,-1,0,1
12,12,3,12,6,345,14,40,2,0,0
14,7,6,12,-5,-194,-9,-45,0,0,0
2,7,16,14,17,1495,210,300,-3,0,1
14,7,4,12,-1,-130,-35,-100,-1,0,1
0,12,12,12,-13,-806,-176,-266,1,0,0
11,17,1,7,3,374,-23,-115,1,0,0
0,6,17,13,11,421,160,120,3,0,1
0,16,6,5,-13,-1170,-69,-44,0,0,0
8,12,11,17,-4,-866,-57,25,-1,0,1
12,12,6,5,6,645,79,85,0,0,1
17,2,13,12,12,1210,177,211,-3,0,1
11,10,4,7,-2,33,-92,-155,0,0,0
13,1,17,10,9,530,133,290,2,0,1
12,4,17,12,-142,-3970,-133,-290,-1,0,0
8,12,17,12,2,41,-83,-110,-3,0,0
16,7,15,17,12,390,92,110,1,0,1
5,12,3,12,11,438,47,135,0,0,0
10,1,15,12,-2,-1337,-27,-61,2,-1,1
0,12,12,12,-5,-169,-244,-50,2,0,1
13,12,11,14,13,119,1,3,2,0,0
3,12,17,13,-6,-340,-12,-34,5,0,1
6,17,13,2,-1,1135,97,106,0,1,1
6,7,6,16,-5,-4055,-95,-101,2,-1,1
13,7,5,12,-7,-630,-93,-160,0,0,1
0,6,16,2,-43,-6542,-234,-320,1,-1,0
15,17,17,12,7,865,112,186,4,0,1
16,8,9,12,-1,-265,87,98,0,0,0
17,12,6,12,-1,14,0,1,-1,0,0
3,7,0,7,5,206,83,185,0,1,1
0,12,5,12,-10,-439,-96,-140,4,0,0
10,8,13,12,-2,825,-111,-187,4,0,0
17,12,3,12,7,155,86,90,-1,0,0
10,12,13,12,2,485,-2,-10,3,0,0
17,12,17,15,-3,-95,-5,-25,-1,0,1
12,12,6,7,-8,55,-184,-195,0,-1,0
0,9,17,12,-3,-172,-12,-33,0,0,0
2,10,9,12,10,527,89,135,0,0,1
0,12,10,12,-7,-259,-102,-255,2,0,0
11,12,16,15,14,1150,195,250,0,1,1
16,8,12,7,-4,-270,-155,-163,1,0,0
0,12,13,12,-12,-958,-94,-269,-2,0,0
3,12,13,17,-1,-13,48,0,-5,0,1
17,12,12,7,-8,276,-149,-140,-1,0,0
14,12,17,12,-1,-19,208,292,-4,0,1
17,12,15,12,-3,-280,-104,-210,-1,0,0
17,11,12,12,14,1890,-203,90,-4,0,1
14,12,12,12,3,-55,94,100,2,0,1
12,12,17,2,14,1680,81,180,2,1,1
14,12,17,12,2,97,71,60,-1,0,1
5,12,12,7,4,920,72,63,0,0,0
6,12,0,10,12,895,122,234,-2,0,1
9,12,6,15,9,-28,88,120,1,0,1
17,11,17,12,6,861,-59,-25,-1,0,0
16,2,16,10,-38,2830,127,170,2,1,1
17,11,12,12,4,999,44,145,-2,0,0
15,1,1,7,15,1999,189,195,0,0,0
17,11,17,12,14,1861,-38,35,-1,0,0
3,12,17,12,-2,-193,-9,-45,2,0,0
11,8,9,12,5,181,19,55,2,0,0
11,12,17,12,-4,-171,-165,-200,1,0,0
2,12,11,12,-8,-1545,66,55,0,0,1
0,13,0,12,-3,-68,-33,-10,-2,0,1
15,17,0,12,0,56,8,40,-4,0,0
9,13,12,7,0,-51,-6,-30,-4,0,0
17,12,9,12,-5,-22,-84,-100,2,0,1
9,12,8,7,0,90,-6,-30,0,0,0
17,12,9,13,-1,46,-2,-10,2,0,0
10,7,1,5,5,530,16,82,-3,0,1
14,12,9,14,7,580,105,162,4,0,0
8,6,9,13,2,257,96,125,4,0,1
14,7,12,12,3,-460,-60,-30,-3,0,1
17,12,17,14,-6,-710,-119,-206,0,0,0
15,17,2,6,-28,-3225,-235,-325,-4,-1,0
14,12,6,12,0,465,-19,-55,2,0,1
12,12,8,12,-11,-740,-96,-145,-1,0,0
12,12,9,7,-2,1020,-129,-70,2,0,1
3,16,8,7,8,1788,171,187,0,0,0
4,12,5,12,-10,-320,-111,-169,1,0,0
12,7,1,12,0,-180,57,23,2,0,1
6,5,10,12,10,542,187,269,3,0,1
12,12,9,12,2,135,83,103,-2,0,1
6,16,12,7,3,3908,208,290,3,1,1
17,12,17,12,9,301,37,186,2,0,1
0,12,3,12,0,-58,79,40,1,0,0
0,9,9,11,-12,-1060,-31,-89,-3,0,0
8,13,4,7,1,-379,-103,-140,-3,0,1
6,15,17,12,-37,-2970,-151,-260,-1,-1,0
5,12,10,8,-22,-3175,-108,-178,0,0,0
15,17,17,12,2,101,-199,-245,-3,0,0
12,9,0,12,13,853,108,185,3,0,1
14,12,11,12,-10,-565,-183,-245,0,0,0
0,13,12,12,-5,-333,-40,-200,0,0,1
0,16,0,5,-3,718,-12,-35,0,0,0
9,12,9,4,3,99,7,36,0,0,0
1,7,4,12,28,-120,0,0,0,0,0
12,7,17,8,-1,-30,55,14,-4,0,1
17,9,13,0,4,205,53,10,-1,0,0
0,15,15,12,-14,-2455,-167,-190,0,0,1
15,10,5,12,74,1745,-102,-125,-4,0,0
16,12,11,12,1,300,0,0,0,0,0
17,12,17,12,0,35,102,205,3,0,1
2,6,17,7,27,3245,245,375,0,1,1
16,4,13,12,-6,-185,-42,-120,2,0,0
5,12,14,12,4,724,-5,-23,0,0,1
13,12,17,10,13,-225,9,28,1,0,1
12,12,13,12,6,323,100,140,3,0,1
12,12,9,12,0,155,-93,-145,1,0,0
6,10,11,7,-10,-314,-200,-275,2,-1,0
14,12,15,10,-3,-744,-71,-60,2,0,1
9,4,9,12,-14,-904,-130,-251,-1,0,0
12,12,11,10,-6,-233,-11,-30,1,0,1
17,12,12,7,2,190,-4,-20,-1,0,1
17,12,14,12,-5,-190,-41,25,0,0,0
7,2,0,13,5,555,9,140,5,0,1
12,12,11,17,3,8,28,80,-2,0,1
12,12,0,13,-1,-46,-26,35,2,0,1
17,11,14,4,9,1716,-46,17,-2,0,0
14,12,14,5,-12,-480,37,82,-3,0,1
3,12,10,7,-14,-190,-107,-150,-2,0,0
10,14,12,4,0,160,-35,30,2,0,1
2,14,14,4,10,334,230,402,0,1,1
0,7,17,12,-1,20,120,256,2,0,1
0,7,0,12,-4,-122,-102,-156,1,0,0
17,12,8,12,9,616,116,205,-2,0,1
3,12,12,12,-6,-503,-18,-90,2,0,1
12,9,17,12,-139,-3785,-108,-165,2,0,1
17,3,16,14,2,109,-204,-270,-1,-1,0
14,7,17,12,46,2010,242,360,1,1,1
12,7,17,12,-9,-220,-112,-215,0,0,0
13,1,2,12,4,200,104,159,-1,0,1
5,12,6,7,-11,-400,-191,-230,4,-1,0
17,12,11,12,6,-140,32,90,-2,0,0
12,7,3,12,4,188,16,37,-3,0,1
12,12,0,13,4,220,82,235,0,0,1
17,12,9,12,-4,-215,-24,-119,4,0,1
9,11,6,12,4,130,4,19,-1,0,0
17,12,17,14,1,-515,-2,-5,2,0,1
5,12,17,12,-2,614,-107,-203,2,0,0
6,7,0,13,-3,120,17,49,5,0,1
6,12,5,12,-5,-320,-21,-60,-3,0,0
6,7,6,12,10,300,179,170,0,1,0
1,2,12,12,7,1290,-120,155,0,0,1
14,12,17,2,-35,-3054,-240,-350,-1,-1,0
11,10,10,12,0,0,-14,-70,1,0,1
12,4,5,14,-10,-305,-102,-200,-1,0,0
11,12,15,12,-10,-2432,-172,-215,-2,0,0
1,2,1,12,2,30,-16,-45,2,0,0
10,15,12,12,12,2073,69,45,2,0,0
17,9,14,12,5,145,-18,-50,-2,0,0
12,12,15,2,-13,-1945,-10,-31,-4,0,1
15,17,0,12,4,250,101,290,-2,0,1
17,12,10,12,0,-276,-4,-22,3,0,1
15,17,15,12,-5,-945,-66,-35,-4,0,1
5,14,14,12,-3,-153,-128,-245,1,0,0
0,9,9,13,1,15,3,16,0,0,1
6,12,0,17,0,62,8,40,-1,0,0
3,12,12,12,-2,-37,-16,-80,0,0,0
0,8,16,12,2,-798,-151,-284,-2,0,0
14,12,12,7,0,-70,5,12,0,0,0
5,12,3,12,10,394,93,125,0,0,0
12,12,15,17,7,1050,7,20,3,0,0
13,12,6,12,13,706,102,160,-3,0,0
6,7,17,12,6,655,98,129,-1,0,1
16,4,2,12,3,87,73,80,-3,0,1
17,12,13,2,-9,-530,-5,-14,-4,0,1
4,12,0,12,1,-49,-7,128,0,0,1
10,16,17,4,3,319,90,258,3,0,1
10,12,12,12,-3,-170,-96,-150,2,0,0
12,12,3,12,3,-25,38,109,2,0,1
8,9,4,12,2,61,-68,-62,0,0,0
10,12,3,12,-5,-160,-118,-197,4,0,1
15,11,8,12,20,2240,17,86,4,0,0
10,3,6,5,-3,-445,19,53,0,0,0
10,7,12,7,8,628,34,168,1,0,1
1,12,12,7,-4,-175,-56,-19,4,0,0
5,12,17,8,2,172,92,120,-4,0,0
3,12,8,12,16,790,171,212,0,0,1
15,10,17,12,-7,284,-38,-110,0,0,0
9,12,9,5,-10,-795,-176,-214,-1,0,0
17,12,6,16,-4,-3910,-112,-150,-3,-1,0
9,13,11,14,-12,-394,-103,-175,3,0,0
0,12,12,7,-15,-816,-109,-265,2,0,0
6,5,4,12,-21,-1955,-164,-275,-3,-1,0
3,12,0,12,5,43,-9,5,2,0,0
15,14,1,14,6,1645,103,152,-3,0,1
9,13,17,4,2,-221,-52,-30,-1,0,1
9,12,0,8,-2,69,-21,72,2,0,0
3,4,17,12,-4,-128,87,111,5,0,1
4,7,17,12,8,85,179,215,0,0,0
9,12,6,12,-10,-547,-114,-209,-1,0,0
17,10,1,12,-11,-420,-228,-390,-2,-1,0
11,12,14,12,23,2597,-84,-95,1,-1,0
9,12,13,5,1,-145,89,125,-2,0,0
14,12,0,12,13,1121,234,475,0,1,1
15,16,15,17,1,2440,9,25,-2,0,0
15,10,6,12,0,2420,54,11,-4,0,0
3,12,12,12,2,135,11,55,2,0,1
14,6,17,10,-11,-779,29,65,2,1,1
11,12,10,12,-25,-8505,-241,-366,3,-1,0
12,7,12,12,-4,-540,-99,-141,-2,0,1
5,16,12,12,1,230,-206,80,-1,0,1
4,12,9,16,1,-1000,77,63,1,0,0
17,9,0,16,-13,-1154,-131,-280,1,0,0
12,12,11,14,7,4194,30,85,0,0,1
13,12,6,12,0,200,3,13,0,0,1
11,12,12,12,4,832,13,64,3,0,0
14,12,13,1,2,-135,50,0,-3,0,1
14,4,9,13,14,472,177,238,-1,0,1
11,12,0,7,-7,-85,-124,-106,-1,0,0
12,12,17,12,-9,-311,-42,-210,-5,0,1
14,12,17,15,-4,-224,-11,-60,0,0,1
0,3,14,5,-15,-514,-169,-199,1,0,0
0,16,17,12,3,1158,123,265,1,0,1
9,12,1,7,21,235,59,18,0,0,1
8,12,0,16,-10,-1030,-116,-205,1,0,0
15,12,9,13,-6,50,-86,-125,4,0,0
0,13,12,12,-2,97,-108,-177,-3,0,0
0,12,9,12,0,-7,7,35,0,0,1
15,1,17,12,9,1685,97,105,-2,0,0
0,13,8,13,12,2004,156,175,4,0,1
3,12,0,9,0,31,-67,-50,-4,0,1
17,12,17,10,38,3240,160,265,0,1,1
14,12,12,7,-12,-772,-35,-90,4,0,0
0,12,1,5,1,59,81,52,-2,0,1
16,2,13,12,46,6630,178,315,3,1,1
10,12,12,12,2,294,87,95,-3,0,1
12,12,0,15,-8,-1675,10,40,-3,0,1
6,12,6,7,-13,-811,-179,-227,5,0,0
17,12,14,12,0,115,-71,-60,-1,0,1
9,4,0,17,2,49,114,211,2,0,1
7,2,2,12,-15,-1425,-221,-355,0,0,0
17,12,9,12,59,1602,153,360,1,0,1
11,14,0,10,9,351,106,189,-2,0,1
17,12,1,11,-5,-210,-20,-100,2,0,0
17,10,10,8,-19,-3001,-3,-8,-1,0,0
9,12,2,7,-56,-1795,-147,-226,1,-1,0
0,17,2,12,-11,-1373,-116,-216,-2,0,1
13,10,11,12,3,-395,166,201,-5,0,1
5,16,5,12,7,260,123,220,3,0,1
6,12,3,16,4,-1120,2,5,0,0,1
0,9,17,14,-9,-306,-6,-30,0,0,1
3,12,0,9,-1,-13,-21,-60,-4,0,1
4,12,12,17,-4,-240,-31,-87,-3,0,0
3,7,5,16,-8,-490,-34,-97,1,0,1
15,0,15,14,5,-998,12,55,0,0,0
16,2,4,12,40,6343,148,230,2,1,1
0,16,8,13,0,420,45,100,4,0,0
9,12,12,7,-9,-329,-117,-202,0,0,0
16,14,13,12,-6,797,9,26,-1,0,0
0,7,0,12,6,211,109,230,0,0,1
0,9,17,12,-9,-291,-103,-160,0,0,0
16,14,17,12,4,1770,135,300,3,0,1
12,12,3,12,-2,-335,-65,-38,4,0,1
11,10,3,12,21,2871,97,125,0,0,0
17,9,14,7,-3,175,-46,-130,1,0,0
9,7,12,12,14,837,113,220,0,0,1
11,12,12,12,10,1635,189,220,1,1,0
17,7,9,12,9,152,103,160,-1,0,1
9,14,17,13,4,650,6,5,0,0,1
16,14,10,1,-12,-952,36,81,-2,1,0
2,3,17,10,22,3170,164,275,2,1,0
15,2,16,12,5,50,12,62,1,0,1
11,12,13,7,0,1000,20,45,1,1,0
17,12,3,12,9,220,120,255,2,0,1
9,4,0,15,4,-79,103,155,0,0,1
14,12,11,10,1,25,17,85,3,0,0
6,12,9,12,4,230,82,49,4,0,1
0,3,9,7,-12,-857,4,12,2,0,1
16,15,14,12,6,1165,80,75,-3,0,0
0,9,7,2,-12,-796,-130,-250,-5,0,0
17,12,3,12,3,-150,-65,-38,-1,0,0
6,12,15,16,-7,-1385,-110,-179,1,0,0
9,16,11,17,-4,-406,-68,-41,2,0,0
13,10,12,12,11,585,176,252,0,0,1
17,11,12,12,-7,-1000,-137,-185,-3,-1,0
0,15,3,16,0,85,0,0,4,0,1
11,12,8,13,-5,409,-4,-10,4,0,0
15,12,9,7,9,2270,54,120,1,1,0
14,12,9,12,-5,-430,83,65,0,0,1
17,10,6,12,-3,-29,-43,-121,4,0,0
15,10,3,12,7,1030,96,185,-1,0,1
12,12,4,7,-6,-40,-4,-10,0,0,1
9,12,17,5,-9,-495,-171,-215,2,0,0
12,12,12,12,0,296,269,90,-2,0,0
17,14,12,12,6,272,-3,-15,-1,0,0
10,1,2,11,-20,-2916,-174,-309,0,-1,0
3,12,1,7,4,215,53,-7,-1,0,0
15,0,14,12,10,632,55,159,1,0,0
17,12,0,13,-2,-295,58,165,-4,0,1
2,6,9,12,26,3195,243,364,0,1,1
17,3,0,9,-5,-175,-76,-75,1,0,0
15,14,17,13,5,1641,73,10,1,0,0
16,14,1,16,-10,252,-112,-190,-2,0,0
6,12,13,7,3,115,93,160,0,0,1
2,12,16,14,4,-635,23,65,2,0,0
15,2,17,10,17,2530,48,137,1,0,1
0,16,12,12,-6,933,18,50,0,0,0
15,17,16,10,-79,-3040,-4,-10,4,0,1
12,7,12,12,8,115,164,248,2,0,1
12,12,17,16,-12,-645,-189,-280,0,0,0
14,12,12,7,-14,-812,105,140,0,0,0
6,12,17,12,1,227,69,-16,-1,0,1
5,12,3,12,-10,-670,-113,-192,0,0,0
17,3,3,12,1,-75,-11,-30,1,0,0
17,12,8,12,-13,-292,111,145,1,0,1
6,12,9,12,-9,-755,-52,0,-1,0,0
12,7,17,1,-5,-178,-39,-110,2,0,1
1,14,13,0,7,350,103,152,2,0,1
17,12,10,8,-5,-837,5,27,1,0,0
17,12,12,14,-9,-328,-43,-125,1,0,1
17,1,10,12,9,320,111,203,2,0,1
11,12,1,2,-14,-1543,-209,-295,0,0,0
10,7,9,11,1,143,19,96,-2,0,1
11,12,15,2,-5,2350,-2,-7,0,0,0
12,4,9,5,-14,-880,-201,-340,-3,0,0
12,12,0,12,26,3023,173,320,1,1,1
6,12,17,10,13,1810,127,196,-3,1,1
9,10,2,7,7,2074,-34,-75,1,0,0
0,7,0,7,2,272,25,125,0,0,1
17,13,13,12,10,540,112,175,0,0,1
17,14,6,12,6,225,-11,-54,-5,0,1
17,13,8,12,-1,-215,11,32,-4,0,1
12,12,12,9,2,-135,-24,-120,-3,0,0
14,12,17,12,-1,61,-79,-83,-2,0,0
1,14,17,4,0,-50,-30,38,4,0,1
2,7,6,5,54,565,68,152,-2,1,1
3,7,6,12,-2,-60,87,112,0,0,1
12,7,0,15,-11,-1982,-120,-224,-4,0,1
15,2,6,12,16,2450,-2,-4,5,0,1
17,12,5,12,-2,-352,-42,95,5,0,1
17,12,12,7,1,53,10,52,-2,0,1
6,15,6,12,-2,250,69,0,1,0,0
1,7,16,14,7,-210,119,210,1,0,1
14,12,0,7,-7,-274,-120,-105,2,0,0
8,7,4,12,-6,-223,-114,-177,-2,0,1
17,11,14,12,12,1315,126,235,-4,0,1
14,12,15,10,-7,-1047,124,190,3,1,1
17,3,3,12,0,60,8,41,-4,0,0
6,12,0,12,1,-63,-31,-90,-3,0,0
9,12,12,4,5,200,89,255,3,0,1
17,12,10,14,-1,-135,-1,-5,-2,0,1
16,14,6,5,-3,4980,31,70,0,0,0
10,1,11,12,6,277,62,46,0,0,1
8,12,0,12,18,989,175,220,-1,0,1
12,12,15,17,10,809,101,135,0,0,1
15,9,15,17,5,123,0,0,2,0,0
12,12,15,12,-5,-755,-26,-75,1,0,1
9,14,12,12,-11,-815,-156,-165,-2,0,0
14,4,17,12,-12,-1668,-164,-302,1,-1,0
12,12,1,11,-7,-285,-109,-160,0,0,0
9,13,12,7,-3,-145,12,27,-1,0,0
17,12,12,12,12,566,125,250,-3,0,1
11,8,12,12,-1,-199,14,40,1,0,0
11,17,11,17,-3,-630,-95,-120,0,0,0
13,12,15,0,5,-30,101,135,-2,0,0
9,13,0,7,9,131,172,246,-3,0,0
3,12,3,12,-3,-227,-71,-83,-2,0,0
0,13,14,12,-3,-108,-13,-65,-2,0,1
15,12,14,12,14,2597,-29,-65,1,-1,1
17,11,12,10,15,1776,39,112,-5,0,0
15,10,3,8,9,1517,-10,-30,-2,0,0
1,11,9,1,-4,-316,-130,-50,-1,0,1
15,11,12,7,15,1960,-116,33,1,0,0
9,12,12,12,12,322,189,280,-1,0,1
16,15,17,12,9,3360,78,70,-1,0,0
0,7,15,12,-1,-465,-73,5,-3,0,1
3,4,13,12,-6,-178,23,66,5,0,1
8,6,16,4,4,228,101,140,2,0,1
3,12,17,7,-11,-1990,-2,16,4,0,1
5,12,0,7,4,586,49,110,2,0,0
3,12,6,12,-2,-119,-20,-102,2,0,0
11,14,12,12,-1,-56,10,50,-3,0,1
12,12,11,12,14,268,84,110,-3,0,1
9,12,6,5,-5,-175,-83,-110,-1,0,0
0,13,6,12,1,38,10,-104,-3,0,0
10,12,12,12,-7,-420,-106,-160,0,0,0
7,2,12,12,-12,-1320,-131,-270,2,0,1
14,12,0,16,-9,-985,-113,-190,-1,0,0
12,12,15,17,5,-210,-28,-80,1,0,0
3,12,15,10,-84,-2058,65,20,2,0,1
9,5,3,12,5,600,67,40,5,0,0
16,15,1,5,-2,900,-20,-58,-2,0,0
13,1,3,12,7,463,116,205,1,0,1
12,14,15,10,3,-1105,15,45,0,0,1
17,7,4,12,10,275,86,89,-3,0,1
12,12,6,12,-12,-911,-113,-190,3,0,0
11,14,12,7,-8,-189,-157,-180,-2,0,0
17,12,15,12,-1,-79,65,33,1,0,1
0,12,12,12,6,210,-66,-35,-3,0,0
4,7,13,7,7,305,196,300,3,0,1
1,7,17,12,2,76,-196,-230,1,0,0
12,7,6,12,8,265,158,178,2,0,1
12,12,17,12,6,94,27,77,-2,0,1
3,12,0,7,6,384,76,109,1,0,1
0,7,17,12,1,-80,43,6,4,0,1
0,12,12,12,-5,-86,-33,-165,-1,0,0
14,12,3,12,2,100,-14,-40,4,0,0
0,3,17,13,-8,-449,-3,-16,4,0,0
1,12,17,1,3,167,95,141,2,0,1
6,5,12,7,16,503,183,252,-3,0,1
11,7,2,7,-53,-1511,-45,-100,-2,0,0
3,12,14,12,-8,-470,-87,-137,3,0,0
17,11,15,7,10,1230,113,124,-4,0,0
17,12,11,12,1,-12,-2,-11,0,0,1
6,12,0,7,-10,-461,-38,-192,4,0,0
14,12,17,12,4,310,104,157,1,0,0
15,17,14,12,-2,-191,5,25,-2,0,0
12,7,12,12,11,667,20,47,0,0,1
3,7,9,16,-2,-138,89,123,0,0,1
12,12,2,12,6,400,24,-70,-3,0,1
17,10,11,12,-10,-1580,-127,-196,2,-1,1
12,12,1,2,-9,-175,0,0,-2,0,1
17,12,3,12,-13,-560,-87,-102,0,0,1
5,12,0,9,11,1227,94,125,-4,0,1
17,12,12,12,-8,-4210,-31,-90,0,0,1
9,12,12,14,-5,-160,25,70,2,0,1
9,12,16,15,0,-555,-7,-35,0,0,1
6,7,2,12,20,1957,246,380,1,1,1
17,12,14,12,-10,-245,-81,-100,-1,0,1
12,10,13,7,2,349,99,178,5,0,0
1,7,17,10,49,1794,142,212,3,1,1
12,12,3,16,1,-18,-7,-35,0,0,1
2,12,17,2,2,-15,27,60,4,0,0
17,12,4,12,9,245,74,64,-4,0,1
3,12,17,12,2,165,6,30,-2,0,1
12,7,6,12,-7,-127,-93,-158,-5,0,0
15,12,4,12,15,2295,193,239,-3,1,1
0,10,12,10,-5,-369,-95,-157,-3,0,0
12,7,14,7,-8,62,-113,-208,0,0,0
12,12,10,14,3,-155,-17,-85,-1,0,0
5,12,12,12,12,1242,167,205,-4,0,0
8,12,0,12,14,272,114,231,-1,0,0
12,7,14,12,-6,-172,-8,-40,2,0,0
17,5,14,12,-7,-680,-76,-170,0,-1,0
16,2,0,9,51,6776,249,395,3,1,1
16,12,1,12,9,1680,114,160,0,1,0
14,12,3,12,-12,-755,96,103,-4,0,0
11,12,15,17,13,1440,200,274,-3,1,0
12,12,2,12,5,-159,25,70,2,0,1
17,10,2,11,-26,-3165,-255,-450,-3,-1,0
6,10,0,12,12,2023,10,60,0,0,1
12,12,2,14,-8,155,-98,-110,-1,-1,0
12,12,0,16,-5,-777,-15,-42,1,0,1
9,11,2,7,-5,-521,-203,-266,1,0,0
9,13,3,12,-6,-257,66,40,1,0,0
17,12,12,12,7,175,-11,-30,-4,0,0
13,5,17,12,9,413,-44,10,0,0,1
17,12,17,15,11,78,66,35,-3,0,1
8,12,12,12,-10,-453,-547,-237,3,0,0
0,12,5,12,-3,-55,-30,-148,0,0,0
4,12,6,12,-5,-124,-64,-182,0,0,0
8,7,0,13,7,65,124,248,2,0,1
14,12,16,12,-12,-1744,-195,-250,0,-1,1
14,7,16,12,12,-60,105,170,-3,0,1
5,16,6,12,6,455,122,216,3,0,1
12,12,12,7,8,562,38,107,-3,0,1
17,9,2,14,-2,-75,-151,-260,0,-1,0
12,12,6,12,-11,-470,-60,-19,0,0,0
4,12,14,12,-2,-295,-2,-5,1,0,1
3,4,17,12,-18,-1278,71,31,3,0,1
17,13,12,12,1,-16,18,80,-2,0,0
12,12,6,12,-4,-175,-19,-55,4,0,1
0,12,12,12,-4,-305,-54,-155,0,0,0
12,12,8,12,-4,25,-36,-182,-1,0,0
14,6,15,9,-11,-564,97,105,2,1,1
17,14,10,12,9,275,-3,-13,-4,0,0
15,7,12,7,8,165,58,227,1,0,1
1,14,4,12,1,20,9,43,4,0,1
9,12,14,12,2,30,-14,-70,-2,0,1
17,1,17,12,7,263,99,143,2,0,1
6,12,9,10,-12,-2955,-93,-116,2,0,1
13,12,17,12,0,200,25,125,0,0,1
16,14,17,14,0,4715,98,110,2,0,1
11,12,17,10,1,1815,17,50,1,0,1
12,12,11,12,-15,-2550,-51,-125,-2,0,1
11,12,1,12,-8,-552,5,15,-1,0,0
1,12,6,16,-7,-3930,-123,-180,-1,-1,0
3,12,0,12,-1,32,8,40,-1,0,0
11,17,12,4,3,340,-37,20,2,0,1
6,12,3,16,3,50,-2,-9,4,0,1
5,12,0,6,3,192,87,95,-3,0,1
11,8,5,12,-1,-236,9,25,3,0,0
4,7,17,12,2,-10,87,95,3,0,1
15,7,17,12,1,19,9,91,2,0,1
4,12,12,12,-3,-133,-4,-22,-1,0,0
0,13,3,12,-11,-349,-114,-215,2,0,0
4,12,6,12,-8,-1450,54,-3,5,0,0
13,7,15,0,1,-50,-22,-110,-2,0,0
12,12,17,12,10,95,3,10,-2,0,1
