First_pokemon_id,Second_pokemon_id,Winner,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,height_first,weight_first,base_experience_first,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second,height_second,weight_second,base_experience_second
310,296,296,9,12,60,40,60,40,60,35,3,0,4,45,59,17,9,80,70,70,90,100,70,3,0,15,550,216
599,483,483,5,12,120,100,85,30,85,45,5,0,13,555,163,13,1,63,63,47,41,41,74,4,0,4,192,66
458,60,60,0,12,40,29,45,29,45,36,4,0,2,34,45,17,12,50,52,48,65,50,55,1,0,8,196,64
127,295,127,17,12,55,65,95,95,45,85,1,0,12,250,154,17,9,60,50,50,60,70,50,3,0,12,325,119
208,644,644,9,12,75,75,55,105,85,30,2,0,8,85,149,11,12,36,50,50,65,60,44,5,0,4,57,61
774,105,774,15,4,50,50,150,50,150,50,6,0,3,57,100,14,12,60,48,45,43,90,42,1,0,10,324,66
598,696,598,17,10,105,95,75,85,75,74,5,0,15,620,229,1,2,72,85,70,65,70,58,5,0,14,500,147
256,28,28,5,12,35,35,35,35,35,35,2,0,7,210,42,12,7,65,90,65,61,61,100,1,0,12,380,155
589,71,71,10,12,60,85,40,30,45,68,5,0,3,85,66,14,12,55,50,45,135,95,120,1,0,15,480,225
177,69,69,12,12,85,76,64,45,55,90,2,0,18,325,145,14,12,25,20,15,105,55,90,1,0,9,195,62
221,14,14,0,16,75,90,140,60,60,40,2,0,12,1258,163,0,12,45,30,35,20,20,45,1,0,3,29,39
507,630,507,17,12,49,49,56,49,61,66,4,0,4,70,66,13,12,50,50,62,40,62,65,5,0,6,310,66
468,643,643,9,12,45,35,45,62,53,35,4,0,4,33,55,17,7,75,87,63,87,63,98,5,0,13,242,166
51,770,770,9,13,75,80,85,110,90,50,1,0,12,186,221,15,11,123,77,72,99,92,58,6,0,27,2250,104
478,572,478,8,12,60,60,60,105,105,105,4,0,9,44,173,9,12,75,98,63,98,63,101,5,0,11,305,174
694,700,694,0,16,58,109,112,48,48,109,5,0,3,330,169,16,5,91,90,129,90,72,108,5,1,21,2500,261
560,526,526,6,5,110,123,65,100,65,65,5,0,16,1500,238,12,12,85,80,70,135,75,90,4,0,9,340,241
663,443,663,16,12,60,100,115,70,85,90,5,0,6,810,234,12,7,55,75,50,40,40,80,4,0,6,155,119
41,352,352,4,12,70,45,48,60,65,35,1,0,6,75,113,17,12,170,90,45,90,45,60,3,0,145,3980,175
205,767,205,9,7,75,55,70,55,95,110,2,0,8,30,207,15,2,58,89,77,45,45,48,6,0,8,260,72
216,383,216,8,12,60,60,60,85,85,85,2,0,7,10,87,17,12,95,60,79,100,125,81,3,0,62,1620,189
770,753,770,15,11,123,77,72,99,92,58,6,0,27,2250,104,4,12,78,52,60,63,65,23,6,0,2,5,68
279,186,279,6,5,80,120,70,110,70,80,3,0,19,520,239,17,3,125,58,58,76,76,67,2,0,12,225,161
346,374,346,13,12,70,43,53,43,53,40,3,0,4,103,60,17,12,43,80,65,50,35,35,3,0,6,115,62
470,220,470,17,12,76,48,48,57,62,34,4,0,3,63,65,0,12,50,65,90,35,35,15,2,0,6,72,58
302,591,302,17,7,40,30,30,55,30,85,3,0,6,95,54,12,12,103,60,86,60,86,50,5,0,11,310,390
239,732,732,11,10,50,50,40,30,30,50,2,0,4,65,50,6,7,78,81,71,74,69,126,6,0,12,245,175
260,156,156,6,12,45,75,37,70,55,83,2,0,7,214,73,12,12,160,110,65,65,110,30,1,0,21,4600,189
119,407,119,13,12,65,90,120,85,70,60,1,0,12,95,172,2,12,45,75,60,40,30,50,3,0,6,421,60
31,272,272,3,12,35,55,40,50,50,90,1,0,4,60,112,14,9,100,100,100,100,100,100,2,0,6,50,270
74,540,540,5,12,80,100,70,50,60,45,1,0,15,705,142,14,12,75,125,70,125,70,115,4,1,3,3,261
94,560,560,17,12,65,45,55,45,70,45,1,0,11,900,65,6,5,110,123,65,100,65,65,5,0,16,1500,238
346,375,375,13,12,70,43,53,43,53,40,3,0,4,103,60,17,1,63,120,85,90,55,55,3,0,11,328,164
500,242,242,10,12,68,72,78,38,42,32,4,0,8,495,66,17,12,35,65,35,65,35,65,2,0,6,120,60
493,679,679,2,10,68,90,65,50,55,82,4,0,14,560,144,0,12,80,70,40,100,60,145,5,0,8,253,173
95,409,409,17,11,90,70,80,70,95,70,1,0,17,1200,166,2,7,95,135,80,110,80,100,3,0,15,1026,270
19,147,147,0,13,65,90,40,45,80,75,1,0,10,295,178,3,12,65,65,60,110,95,130,1,0,8,245,184
628,309,628,15,7,55,112,45,74,45,70,5,0,5,95,71,0,7,70,60,62,80,82,60,3,0,8,36,159
224,519,519,16,10,75,85,200,55,65,30,2,0,92,4000,179,6,12,75,95,67,125,95,83,4,0,16,680,243
734,139,139,0,12,45,22,60,27,30,29,6,0,3,84,75,12,12,75,100,95,40,70,110,1,0,14,884,172
50,294,50,9,13,60,65,70,85,75,40,1,0,8,86,138,17,9,40,30,30,40,50,30,3,0,5,26,44
210,16,16,17,10,55,45,45,25,25,15,2,0,4,85,42,0,7,60,45,50,90,80,70,1,0,11,320,178
513,332,513,1,11,70,120,65,45,85,125,4,0,11,340,179,16,15,60,90,140,50,50,40,3,0,9,1200,151
612,313,313,10,1,50,72,35,35,35,65,5,0,7,152,58,12,12,80,80,80,55,55,90,3,0,14,465,154
603,316,316,0,9,75,103,80,70,80,92,5,0,12,205,225,0,7,61,90,45,50,50,160,3,0,8,120,160
776,561,776,2,12,68,75,53,83,113,60,6,0,8,175,158,17,12,55,55,45,63,45,45,5,0,5,59,62
409,252,409,2,7,95,135,80,110,80,100,3,0,15,1026,270,10,12,90,120,120,60,60,50,2,0,11,1200,175
475,481,481,12,12,55,66,44,44,56,85,4,0,4,55,70,12,12,71,82,64,64,59,112,4,0,10,438,158
707,295,707,2,6,100,120,100,150,120,90,5,1,32,3300,306,17,9,60,50,50,60,70,50,3,0,12,325,119
693,343,343,6,12,85,97,66,105,66,65,5,0,14,580,169,0,12,65,73,55,47,75,85,3,0,7,177,151
358,471,358,14,12,80,45,65,90,110,80,3,0,9,715,165,17,10,111,83,68,92,82,39,4,0,9,299,166
692,519,519,1,7,110,65,105,55,95,80,5,0,12,395,179,6,12,75,95,67,125,95,83,4,0,16,680,243
268,667,268,15,1,100,134,110,95,100,61,2,0,20,2020,270,14,12,55,55,55,85,55,30,5,0,5,90,67
133,148,133,0,7,70,110,80,55,80,105,1,0,15,560,100,6,12,65,130,60,95,110,65,1,0,9,250,184
220,380,380,0,12,50,65,90,35,35,15,2,0,6,72,58,15,0,45,95,50,40,50,75,3,0,7,125,71
623,420,420,14,7,72,58,80,103,80,97,5,0,14,140,172,2,14,80,90,80,130,110,110,3,1,20,600,270
71,454,71,14,12,55,50,45,135,95,120,1,0,15,480,225,15,12,67,125,40,30,30,58,4,0,9,315,70
476,641,476,12,12,65,76,84,54,96,105,4,0,12,333,168,14,12,110,65,75,125,85,30,5,0,10,201,221
73,237,73,5,12,70,80,50,35,35,35,1,0,8,195,61,6,12,40,40,40,70,40,20,2,0,7,350,50
779,304,304,8,9,43,70,48,50,60,38,6,0,4,70,62,14,4,28,25,25,45,35,40,3,0,4,66,40
143,351,351,17,11,130,85,80,85,95,60,1,0,25,2200,187,17,12,130,70,35,70,35,60,3,0,20,1300,80
214,636,214,1,7,60,85,42,85,42,91,2,0,5,21,81,14,12,45,30,50,55,65,45,5,0,4,58,58
338,603,603,3,12,40,45,40,65,40,65,3,0,6,152,59,0,9,75,103,80,70,80,92,5,0,12,205,225
40,163,163,13,10,81,102,77,85,75,85,1,0,14,620,227,14,12,106,110,90,154,90,130,1,1,20,1220,306
202,701,701,17,12,90,75,75,90,100,70,2,0,11,339,225,15,5,91,129,90,72,90,108,5,1,19,2600,261
317,610,610,0,8,1,90,45,30,30,40,3,0,8,12,83,9,12,70,60,75,110,75,90,5,0,11,163,168
411,323,411,16,14,40,55,80,35,60,30,3,0,6,952,60,12,4,50,20,40,20,40,20,3,0,2,20,38
555,212,212,9,12,45,45,55,45,55,63,5,0,6,81,62,14,12,65,65,60,130,95,110,2,0,9,265,184
711,647,711,2,11,125,130,90,130,90,95,5,1,30,3250,297,12,9,60,60,50,40,50,75,5,0,6,195,67
646,194,646,11,12,71,95,85,110,95,79,5,0,13,575,241,3,12,55,40,40,65,45,35,2,0,6,78,56
491,100,491,8,1,50,92,108,92,108,35,4,0,10,1080,170,8,13,30,35,30,100,35,80,1,0,13,1,62
543,362,362,6,16,91,90,106,130,106,77,4,1,17,4300,270,10,2,80,100,80,80,80,100,3,0,20,820,234
232,102,102,0,5,80,125,75,40,95,85,2,0,15,540,175,8,13,60,65,60,130,75,110,1,0,15,405,225
609,140,609,9,12,45,35,50,70,50,30,5,0,5,66,56,17,12,20,10,55,15,20,80,1,0,9,100,40
489,602,602,12,12,100,5,5,15,65,30,4,0,6,244,110,0,9,55,63,90,50,80,42,5,0,5,73,133
216,451,216,8,12,60,60,60,85,85,85,2,0,7,10,87,3,12,80,120,79,95,79,70,4,0,14,420,235
765,521,521,3,12,44,38,33,61,43,70,6,0,5,60,58,0,7,86,76,86,116,56,95,4,0,19,515,180
121,83,83,10,15,105,130,120,45,45,40,1,0,19,1200,170,15,10,80,120,130,55,65,45,1,0,14,3000,223
448,780,448,0,12,77,85,51,55,51,65,4,0,10,255,134,8,9,85,110,76,65,82,56,6,0,15,710,166
274,306,274,9,12,50,65,45,85,65,95,3,0,9,216,142,14,4,68,65,65,125,115,80,3,0,16,484,233
547,657,547,14,12,120,70,120,75,130,85,4,0,15,856,270,0,3,50,47,50,57,50,65,5,0,1,6,64
360,303,303,10,12,45,100,45,45,45,10,3,0,7,150,58,17,7,60,50,100,85,70,65,3,0,12,280,154
314,522,314,12,12,150,160,100,95,65,100,3,0,20,1305,252,9,12,65,110,130,60,65,95,4,0,10,255,184
607,145,607,9,4,40,27,60,37,50,66,5,0,3,6,56,12,12,55,55,50,45,65,55,1,0,3,65,65
720,364,720,9,12,61,78,95,56,58,57,6,0,7,290,142,9,1,70,115,60,115,60,55,3,0,13,774,166
625,456,456,8,12,58,50,145,95,105,30,5,0,17,765,169,15,16,30,42,118,42,88,30,4,0,5,570,70
583,451,583,3,12,75,100,63,80,63,116,5,0,16,795,174,3,12,80,120,79,95,79,70,4,0,14,420,235
768,593,768,15,2,82,121,119,69,59,71,6,0,25,2700,182,5,12,75,80,55,25,35,35,5,0,6,125,61
521,374,521,0,7,86,76,86,116,56,95,4,0,19,515,180,17,12,43,80,65,50,35,35,3,0,6,115,62
745,415,745,12,12,75,80,60,65,90,102,6,0,12,280,165,15,12,80,100,200,50,100,50,3,1,17,2300,261
560,621,560,6,5,110,123,65,100,65,65,5,0,16,1500,238,1,5,50,75,70,35,70,48,5,0,6,118,70
45,220,45,12,4,115,45,20,45,25,20,1,0,5,55,95,0,12,50,65,90,35,35,15,2,0,6,72,58
632,129,129,1,12,40,65,40,80,40,65,5,0,7,125,66,17,12,80,92,65,65,80,68,1,0,13,390,158
550,216,550,1,12,70,90,90,135,90,125,4,1,15,505,270,8,12,60,60,60,85,85,85,2,0,7,10,87
163,357,163,14,12,106,110,90,154,90,130,1,1,20,1220,306,14,12,60,25,35,70,80,60,3,0,7,306,66
562,254,254,17,12,75,75,60,83,60,60,5,0,8,245,145,12,12,73,95,62,85,65,85,2,0,14,712,163
543,490,490,6,16,91,90,106,130,106,77,4,1,17,4300,270,12,7,76,65,45,92,42,91,4,0,5,19,144
521,152,521,0,7,86,76,86,116,56,95,4,0,19,515,180,15,17,30,80,90,55,45,55,1,0,5,115,71
352,93,93,17,12,170,90,45,90,45,60,3,0,145,3980,175,12,7,60,110,70,60,60,100,1,0,18,852,165
28,37,28,12,7,65,90,65,61,61,100,1,0,12,380,155,13,10,90,92,87,75,85,76,1,0,13,600,227
44,279,44,6,12,73,76,75,81,100,100,1,0,11,199,177,6,5,80,120,70,110,70,80,3,0,19,520,239
377,437,437,10,14,60,70,105,70,120,75,3,0,15,1080,175,6,5,64,78,52,78,52,81,4,0,9,220,142
393,470,393,1,12,65,130,60,75,60,75,3,0,12,470,163,17,12,76,48,48,57,62,34,4,0,3,63,65
325,679,679,12,12,50,45,45,35,35,50,3,0,6,110,52,0,12,80,70,40,100,60,145,5,0,8,253,173
160,201,160,2,12,41,64,45,50,50,50,1,0,18,33,60,15,12,70,100,115,30,65,30,2,0,12,380,144
370,462,370,15,14,70,55,65,95,85,70,3,0,10,1680,161,0,7,70,94,50,94,50,66,4,0,9,233,148
147,332,147,3,12,65,65,60,110,95,130,1,0,8,245,184,16,15,60,90,140,50,50,40,3,0,9,1200,151
333,329,329,16,15,70,110,180,60,60,50,3,0,21,3600,239,16,4,50,85,85,55,55,50,3,0,6,115,133
642,491,642,17,7,62,44,50,44,50,55,5,0,5,55,61,8,1,50,92,108,92,108,35,4,0,10,1080,170
601,685,685,0,9,45,53,70,40,60,42,5,0,3,25,62,10,8,89,124,80,55,80,55,5,0,28,3300,169
750,684,684,16,8,59,110,150,45,49,35,6,0,8,45,157,10,8,59,74,50,35,50,35,5,0,10,920,61
594,60,60,5,12,85,105,85,40,50,40,5,0,12,400,142,17,12,50,52,48,65,50,55,1,0,8,196,64
98,700,700,17,12,30,65,100,45,25,40,1,0,3,40,61,16,5,91,90,129,90,72,108,5,1,21,2500,261
631,59,59,13,12,80,95,82,60,82,75,5,0,19,1073,166,12,12,65,70,60,65,65,115,1,0,10,320,154
692,685,692,1,7,110,65,105,55,95,80,5,0,12,395,179,10,8,89,124,80,55,80,55,5,0,28,3300,169
364,543,543,9,1,70,115,60,115,60,55,3,0,13,774,166,6,16,91,90,106,130,106,77,4,1,17,4300,270
695,386,386,1,2,52,65,50,45,50,38,5,0,8,173,60,8,12,44,75,35,63,33,45,3,0,6,23,59
682,352,682,5,12,65,125,60,95,60,105,5,0,14,355,179,17,12,170,90,45,90,45,60,3,0,145,3980,175
521,71,71,0,7,86,76,86,116,56,95,4,0,19,515,180,14,12,55,50,45,135,95,120,1,0,15,480,225
743,188,743,5,12,67,82,62,46,48,43,6,0,6,80,70,4,12,50,25,28,45,55,15,2,0,3,30,44
215,198,198,17,14,95,75,80,100,110,30,2,0,20,795,172,9,12,75,80,95,90,100,50,2,0,4,58,221
673,792,792,2,12,66,117,70,40,50,67,5,0,10,360,144,7,2,85,70,80,97,80,123,6,0,15,850,187
574,758,574,6,12,75,98,63,98,63,101,5,0,10,280,174,1,14,86,92,88,68,75,73,6,0,15,470,169
75,216,216,5,12,90,130,80,65,85,55,1,0,16,1300,227,8,12,60,60,60,85,85,85,2,0,7,10,87
314,674,314,12,12,150,160,100,95,65,100,3,0,20,1305,252,2,12,76,147,90,60,70,97,5,0,18,1055,243
319,158,158,12,12,84,71,43,71,43,48,3,0,10,405,126,3,7,90,90,85,125,90,100,1,1,16,526,261
57,41,57,10,12,35,80,50,50,70,120,1,0,7,333,149,4,12,70,45,48,60,65,35,1,0,6,75,113
648,171,648,12,9,80,100,70,60,70,95,5,0,19,925,166,6,12,58,64,58,80,65,80,2,0,9,190,142
53,64,64,0,9,60,95,80,60,80,30,1,0,10,295,142,6,12,55,70,45,70,50,60,1,0,7,190,70
84,793,793,6,12,50,85,55,65,65,90,1,0,10,300,82,4,12,126,131,95,131,98,99,6,1,30,2150,306
645,416,645,11,12,51,65,65,80,75,59,5,0,11,410,138,11,12,80,50,100,100,200,50,3,1,18,1750,261
642,27,27,17,7,62,44,50,44,50,55,5,0,5,55,61,12,7,40,60,30,31,31,70,1,0,3,20,52
135,324,135,3,12,65,83,57,95,85,105,1,0,11,300,172,15,12,30,45,135,45,90,30,3,0,10,970,75
182,507,507,0,13,40,60,40,40,40,30,2,0,5,85,50,17,12,49,49,56,49,61,66,4,0,4,70,66
766,737,766,3,12,62,55,52,109,94,109,6,0,10,210,168,6,12,86,68,72,109,66,106,6,0,15,815,177
312,369,369,12,12,60,60,60,35,35,30,3,0,8,240,56,13,12,73,100,60,100,60,65,3,0,27,525,160
699,627,627,0,6,85,60,65,135,105,100,5,0,16,460,248,17,15,74,108,133,83,65,32,5,0,12,810,173
242,637,242,17,12,35,65,35,65,35,65,2,0,6,120,60,14,12,60,45,70,75,85,55,5,0,7,180,137
453,223,453,9,13,60,70,65,125,105,90,4,0,9,145,232,10,7,65,75,105,35,65,85,2,0,11,648,86
18,264,264,0,13,45,25,50,25,25,35,1,0,6,100,72,6,12,115,115,85,90,75,100,2,1,21,1980,261
102,292,102,8,13,60,65,60,130,75,110,1,0,15,405,225,0,12,50,35,55,25,25,15,3,0,7,115,72
399,173,173,11,17,70,40,50,55,50,25,3,0,8,395,58,17,12,50,65,64,44,48,43,2,0,6,95,63
109,540,540,3,12,40,30,50,55,55,100,1,0,5,104,66,14,12,75,125,70,125,70,115,4,1,3,3,261
354,113,354,6,10,70,100,70,105,75,40,3,0,19,2200,161,10,12,50,50,95,40,50,35,1,0,4,65,64
343,491,343,0,12,65,73,55,47,75,85,3,0,7,177,151,8,1,50,92,108,92,108,35,4,0,10,1080,170
36,666,36,13,12,70,62,67,55,55,56,1,0,8,200,128,3,12,85,115,80,105,80,50,5,0,21,805,232
168,561,168,9,12,60,62,80,63,80,60,2,0,12,158,142,17,12,55,55,45,63,45,45,5,0,5,59,62
258,218,258,11,14,45,30,15,85,65,65,2,0,4,60,61,14,12,190,33,58,33,58,33,2,0,13,285,142
680,209,209,10,3,109,66,84,81,99,32,5,0,7,110,165,0,7,65,65,45,75,45,95,2,0,12,380,78
116,170,116,5,12,50,105,79,35,110,76,1,0,14,502,159,6,12,39,52,43,60,50,65,2,0,5,79,62
539,729,539,14,12,80,105,105,105,105,80,4,1,3,3,261,12,10,85,56,77,50,77,78,6,0,10,424,148
643,238,643,17,7,75,87,63,87,63,98,5,0,13,242,166,6,15,50,50,120,80,80,30,2,0,8,550,151
384,356,384,12,12,70,70,70,70,70,70,3,0,3,8,147,6,12,70,85,140,85,70,20,3,0,5,804,165
253,614,614,12,12,85,80,90,105,95,60,2,0,6,325,180,10,1,95,117,80,65,70,92,5,0,15,963,234
588,271,588,14,7,67,57,55,77,55,114,5,0,9,105,149,6,7,106,130,90,110,154,90,2,1,38,1990,306
239,131,131,11,10,50,50,40,30,30,50,2,0,4,65,50,17,14,60,75,85,100,85,115,1,0,11,800,182
67,749,749,17,12,65,65,65,50,50,90,1,0,10,200,135,16,8,45,80,100,35,37,28,6,0,8,20,65
665,708,708,3,12,65,85,70,75,70,40,5,0,12,220,142,2,3,100,150,120,120,100,90,5,1,29,3450,306
53,598,598,0,9,60,95,80,60,80,30,1,0,10,295,142,17,10,105,95,75,85,75,74,5,0,15,620,229
665,486,665,3,12,65,85,70,75,70,40,5,0,12,220,142,16,14,67,89,116,79,116,33,4,0,13,1870,175
173,391,391,17,12,50,65,64,44,48,43,2,0,6,95,63,9,7,99,68,83,72,87,51,3,0,20,1000,161
404,167,404,17,12,55,84,105,114,75,52,3,0,18,226,170,9,12,45,49,65,49,65,45,2,0,9,64,64
497,454,497,5,12,40,70,40,35,40,60,4,0,7,202,57,15,12,67,125,40,30,30,58,4,0,9,315,70
158,226,158,3,7,90,90,85,125,90,100,1,1,16,526,261,4,12,60,80,50,40,40,30,2,0,6,78,60
735,65,65,0,7,80,52,50,90,50,89,6,0,12,170,185,6,12,90,110,80,100,80,95,1,0,19,1550,194
294,417,417,17,9,40,30,30,40,50,30,3,0,5,26,44,16,12,80,75,150,75,150,50,3,1,19,2050,261
698,243,698,0,6,55,85,55,50,55,60,5,0,11,288,72,17,12,75,105,75,105,75,45,2,0,9,285,168
568,651,568,12,12,85,110,90,45,90,80,5,0,12,610,225,0,16,70,135,105,60,105,20,5,0,10,330,173
720,261,261,9,12,61,78,95,56,58,57,6,0,7,290,142,12,12,95,80,105,40,70,100,2,0,12,755,172
677,724,677,11,12,70,50,30,95,135,105,5,0,11,1480,180,6,14,75,69,72,114,100,104,6,0,15,390,240
146,739,146,17,12,130,65,60,110,95,65,1,0,10,290,184,4,12,54,45,47,75,98,52,6,0,2,9,130
626,19,19,17,15,54,78,103,53,45,22,5,0,7,165,71,0,13,65,90,40,45,80,75,1,0,10,295,178
315,82,315,0,10,31,45,90,30,30,40,3,0,5,55,53,15,10,55,95,115,45,45,35,1,0,10,1050,137
135,685,685,3,12,65,83,57,95,85,105,1,0,11,300,172,10,8,89,124,80,55,80,55,5,0,28,3300,169
204,550,550,9,7,55,45,50,45,65,80,2,0,6,10,119,1,12,70,90,90,135,90,125,4,1,15,505,270
272,442,272,14,9,100,100,100,100,100,100,2,0,6,50,270,12,7,40,55,30,30,30,60,4,0,3,20,49
772,502,772,5,7,78,92,75,74,63,118,6,0,8,215,175,13,0,40,50,90,30,55,65,4,0,8,120,66
215,57,215,17,14,95,75,80,100,110,30,2,0,20,795,172,10,12,35,80,50,50,70,120,1,0,7,333,149
198,188,198,9,12,75,80,95,90,100,50,2,0,4,58,221,4,12,50,25,28,45,55,15,2,0,3,30,44
314,766,766,12,12,150,160,100,95,65,100,3,0,20,1305,252,3,12,62,55,52,109,94,109,6,0,10,210,168
316,687,316,0,7,61,90,45,50,50,160,3,0,8,120,160,1,16,65,125,100,60,70,70,5,0,16,700,172
99,506,99,17,11,50,95,180,85,45,70,1,0,15,1325,184,9,12,74,100,72,90,72,46,4,0,14,270,159
287,275,275,12,12,38,30,41,30,41,60,3,0,4,175,56,9,12,70,85,65,105,85,120,3,0,17,522,239
458,766,766,0,12,40,29,45,29,45,36,4,0,2,34,45,3,12,62,55,52,109,94,109,6,0,10,210,168
628,113,628,15,7,55,112,45,74,45,70,5,0,5,95,71,10,12,50,50,95,40,50,35,1,0,4,65,64
684,69,69,10,8,59,74,50,35,50,35,5,0,10,920,61,14,12,25,20,15,105,55,90,1,0,9,195,62
85,456,85,6,12,65,100,70,80,80,105,1,0,17,950,175,15,16,30,42,118,42,88,30,4,0,5,570,70
620,698,698,0,15,70,95,125,65,75,45,5,0,14,2000,170,0,6,55,85,55,50,55,60,5,0,11,288,72
728,194,728,12,12,38,36,38,32,36,57,6,0,4,50,47,3,12,55,40,40,65,45,35,2,0,6,78,56
49,447,49,9,13,45,50,55,75,65,30,1,0,5,54,64,0,12,37,25,41,25,41,25,4,0,3,22,39
89,84,84,3,16,25,35,70,95,55,45,1,0,3,60,65,6,12,50,85,55,65,65,90,1,0,10,300,82
701,105,701,15,5,91,129,90,72,90,108,5,1,19,2600,261,14,12,60,48,45,43,90,42,1,0,10,324,66
384,140,140,12,12,70,70,70,70,70,70,3,0,3,8,147,17,12,20,10,55,15,20,80,1,0,9,100,40
538,358,538,14,12,75,75,130,75,130,95,4,1,3,3,261,14,12,80,45,65,90,110,80,3,0,9,715,165
772,753,772,5,7,78,92,75,74,63,118,6,0,8,215,175,4,12,78,52,60,63,65,23,6,0,2,5,68
10,145,145,17,12,44,48,65,50,64,43,1,0,5,90,63,12,12,55,55,50,45,65,55,1,0,3,65,65
438,687,438,6,5,76,104,71,104,71,108,4,0,12,550,240,1,16,65,125,100,60,70,70,5,0,16,700,172
379,676,676,15,9,86,81,97,81,107,43,3,0,15,604,173,11,12,95,110,80,70,80,50,5,0,26,2600,177
320,304,320,12,12,104,91,63,91,73,68,3,0,15,840,221,14,4,28,25,25,45,35,40,3,0,4,66,40
481,302,481,12,12,71,82,64,64,59,112,4,0,10,438,158,17,7,40,30,30,55,30,85,3,0,6,95,54
647,673,647,12,9,60,60,50,40,50,75,5,0,6,195,67,2,12,66,117,70,40,50,67,5,0,10,360,144
694,444,694,0,16,58,109,112,48,48,109,5,0,3,330,169,12,7,85,120,70,50,60,100,4,0,12,249,218
757,577,757,1,14,53,54,53,37,46,45,6,0,4,35,58,14,12,76,25,45,67,55,24,5,0,6,233,58
760,401,760,15,17,72,105,115,54,86,68,6,0,13,960,175,11,17,110,80,90,95,90,65,3,0,14,1506,239
375,780,780,17,1,63,120,85,90,55,55,3,0,11,328,164,8,9,85,110,76,65,82,56,6,0,15,710,166
262,115,115,12,12,255,10,10,75,135,55,2,0,15,468,608,5,12,50,120,53,35,110,87,1,0,15,498,159
252,313,313,10,12,90,120,120,60,60,50,2,0,11,1200,175,12,12,80,80,80,55,55,90,3,0,14,465,154
369,483,483,13,12,73,100,60,100,60,65,3,0,27,525,160,13,1,63,63,47,41,41,74,4,0,4,192,66
634,661,634,12,12,55,50,40,40,40,75,5,0,4,58,60,16,12,40,55,70,45,60,30,5,0,3,210,60
500,694,694,10,12,68,72,78,38,42,32,4,0,8,495,66,0,16,58,109,112,48,48,109,5,0,3,330,169
329,680,329,16,4,50,85,85,55,55,50,3,0,6,115,133,10,3,109,66,84,81,99,32,5,0,7,110,165
198,540,540,9,12,75,80,95,90,100,50,2,0,4,58,221,14,12,75,125,70,125,70,115,4,1,3,3,261
600,157,157,5,12,75,125,75,30,75,85,5,0,14,510,163,11,7,90,85,100,95,125,85,1,1,17,554,261
81,182,182,15,10,40,80,100,30,30,20,1,0,4,200,60,0,13,40,60,40,40,40,30,2,0,5,85,50
647,523,647,12,9,60,60,50,40,50,75,5,0,6,195,67,11,12,65,60,110,130,95,65,4,0,8,259,184
402,732,732,17,12,35,64,85,74,55,32,3,0,4,525,69,6,7,78,81,71,74,69,126,6,0,12,245,175
181,725,181,0,7,55,35,50,55,110,85,2,0,14,356,137,17,12,41,56,40,62,44,71,6,0,3,70,63
467,313,467,17,12,85,105,55,85,50,115,4,0,11,335,173,12,12,80,80,80,55,55,90,3,0,14,465,154
342,361,361,3,12,60,40,50,75,85,95,3,0,4,42,142,10,2,50,70,50,50,50,70,3,0,11,153,119
559,116,116,6,5,90,93,55,70,55,55,5,0,10,555,146,5,12,50,105,79,35,110,76,1,0,14,502,159
37,361,37,13,10,90,92,87,75,85,76,1,0,13,600,227,10,2,50,70,50,50,50,70,3,0,11,153,119
739,621,739,4,12,54,45,47,75,98,52,6,0,2,9,130,1,5,50,75,70,35,70,48,5,0,6,118,70
117,515,515,12,12,90,55,75,60,75,30,1,0,12,655,77,12,12,110,85,95,80,95,50,4,0,17,1400,180
474,770,474,8,7,150,80,44,90,54,80,4,0,12,150,174,15,11,123,77,72,99,92,58,6,0,27,2250,104
396,215,396,11,12,50,50,50,50,50,50,3,0,7,168,60,17,14,95,75,80,100,110,30,2,0,20,795,172
677,59,59,11,12,70,50,30,95,135,105,5,0,11,1480,180,12,12,65,70,60,65,65,115,1,0,10,320,154
214,326,214,1,7,60,85,42,85,42,91,2,0,5,21,81,12,12,70,65,65,55,55,70,3,0,11,326,140
275,353,275,9,12,70,85,65,105,85,120,3,0,17,522,239,6,10,60,60,40,65,45,35,3,0,7,240,61
682,470,682,5,12,65,125,60,95,60,105,5,0,14,355,179,17,12,76,48,48,57,62,34,4,0,3,63,65
413,217,413,16,14,80,135,130,95,90,70,3,0,16,5500,270,14,12,48,72,48,72,48,48,2,0,5,50,118
172,204,172,6,12,78,84,78,109,85,100,2,0,17,795,240,9,7,55,45,50,45,65,80,2,0,6,10,119
727,570,727,17,1,72,95,67,103,71,122,6,0,15,400,239,1,12,64,88,50,88,50,106,5,0,11,375,156
281,49,281,17,12,50,70,50,50,50,40,3,0,4,76,62,9,13,45,50,55,75,65,30,1,0,5,54,64
523,475,475,11,12,65,60,110,130,95,65,4,0,8,259,184,12,12,55,66,44,44,56,85,4,0,4,55,70
1,643,643,9,13,45,49,49,65,65,45,1,0,7,69,64,17,7,75,87,63,87,63,98,5,0,13,242,166
415,80,80,15,12,80,100,200,50,100,50,3,1,17,2300,261,17,13,80,70,65,80,120,100,1,0,16,550,180
